GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,ABK3E001,ABK3E002,ABK3E003,ABK3E004,ABK3E005,ABK3E006,ABK3E007,ABK3E008,ABK3E009,ABK3E010,ABK3E011,ABK3E012,ABK3E013,ABK3E014,ABK3E015,ABK3E016,ABK3E017,ABK3E018,ABK3E019,ABK3E020,ABK3E021,ABK3E022,ABK3E023,ABK3E024,ABK3E025,ABK3E026,ABK3E027,ABK3E028,ABK3E029,ABK3E030,ABK3E031,NAME_M,ABK3M001,ABK3M002,ABK3M003,ABK3M004,ABK3M005,ABK3M006,ABK3M007,ABK3M008,ABK3M009,ABK3M010,ABK3M011,ABK3M012,ABK3M013,ABK3M014,ABK3M015,ABK3M016,ABK3M017,ABK3M018,ABK3M019,ABK3M020,ABK3M021,ABK3M022,ABK3M023,ABK3M024,ABK3M025,ABK3M026,ABK3M027,ABK3M028,ABK3M029,ABK3M030,ABK3M031
"G6710","2010-2014",,,,,,,,,"Kasigluk ANVSA, AK","6710",,,,,,,,,,,,,,,,,,,,,,"Kasigluk ANVSA, AK",519,278,30,29,33,14,2,33,30,11,23,37,10,18,6,2,241,38,15,18,11,8,25,25,11,20,29,21,16,4,0,"Kasigluk ANVSA, AK",54,36,9,13,8,7,3,12,15,8,9,13,6,7,5,3,33,12,6,11,6,6,10,10,6,9,13,9,6,4,9
"G6720","2010-2014",,,,,,,,,"Kenaitze ANVSA, AK","6720",,,,,,,,,,,,,,,,,,,,,,"Kenaitze ANVSA, AK",2038,943,97,69,47,75,64,72,24,137,119,102,51,60,19,7,1095,85,133,63,38,14,81,107,97,95,135,140,91,16,0,"Kenaitze ANVSA, AK",326,208,60,36,32,48,43,63,27,105,62,47,34,31,15,10,182,42,82,37,24,15,50,49,52,55,45,54,29,14,20
"G6725","2010-2014",,,,,,,,,"Ketchikan ANVSA, AK","6725",,,,,,,,,,,,,,,,,,,,,,"Ketchikan ANVSA, AK",1721,805,70,85,65,34,18,77,50,67,89,103,103,29,15,0,916,98,70,58,37,49,75,57,48,84,147,119,44,30,0,"Ketchikan ANVSA, AK",193,114,30,41,45,17,14,23,32,19,29,34,23,20,13,15,99,29,29,28,18,42,40,23,20,32,29,38,16,14,15
"G6730","2010-2014",,,,,,,,,"Kiana ANVSA, AK","6730",,,,,,,,,,,,,,,,,,,,,,"Kiana ANVSA, AK",326,164,20,16,17,11,5,5,12,7,19,14,19,12,3,4,162,18,19,18,8,5,10,10,13,19,10,16,4,7,5,"Kiana ANVSA, AK",49,31,7,8,8,7,4,4,7,6,8,7,9,8,3,6,27,7,11,9,6,4,6,8,6,8,6,7,6,7,3
"G6735","2010-2014",,,,,,,,,"King Cove ANVSA, AK","6735",,,,,,,,,,,,,,,,,,,,,,"King Cove ANVSA, AK",311,156,9,14,26,9,7,4,7,5,18,32,9,7,9,0,155,5,11,16,8,2,18,10,3,10,36,12,12,9,3,"King Cove ANVSA, AK",82,46,8,8,11,7,6,5,5,5,12,15,6,5,6,9,43,4,7,9,5,5,9,7,3,7,13,8,7,6,3
"G6740","2010-2014",,,,,,,,,"King Salmon ANVSA, AK","6740",,,,,,,,,,,,,,,,,,,,,,"King Salmon ANVSA, AK",77,48,8,5,5,0,4,2,6,0,5,9,3,0,1,0,29,2,6,4,0,0,10,0,3,0,3,0,1,0,0,"King Salmon ANVSA, AK",29,23,7,6,6,9,4,3,4,9,6,6,3,9,2,9,12,3,7,3,9,9,7,9,5,9,3,9,2,9,9
"G6750","2010-2014",,,,,,,,,"Kipnuk ANVSA, AK","6750",,,,,,,,,,,,,,,,,,,,,,"Kipnuk ANVSA, AK",696,381,48,44,25,21,13,35,31,16,36,52,33,14,13,0,315,39,40,27,12,4,41,25,23,19,28,42,11,4,0,"Kipnuk ANVSA, AK",87,52,14,13,9,11,5,10,11,10,12,13,11,6,6,9,46,13,10,12,7,4,14,9,9,9,10,11,9,6,9
"G6755","2010-2014",,,,,,,,,"Kivalina ANVSA, AK","6755",,,,,,,,,,,,,,,,,,,,,,"Kivalina ANVSA, AK",512,273,52,34,19,18,11,29,24,13,24,22,17,6,4,0,239,33,33,27,10,13,15,21,16,20,26,16,5,4,0,"Kivalina ANVSA, AK",67,46,14,11,8,6,6,9,9,8,10,8,8,12,4,9,36,9,11,11,6,6,9,8,8,10,9,7,4,5,9
"G6765","2010-2014",,,,,,,,,"Klawock ANVSA, AK","6765",,,,,,,,,,,,,,,,,,,,,,"Klawock ANVSA, AK",318,183,11,3,11,6,3,7,23,8,31,26,29,18,7,0,135,13,1,2,12,0,10,6,9,17,29,19,7,5,5,"Klawock ANVSA, AK",58,32,9,5,8,6,5,8,11,5,13,12,11,10,5,9,34,11,3,3,7,9,7,6,7,10,12,9,6,7,5
"G6785","2010-2014",,,,,,,,,"Knik ANVSA, AK","6785",,,,,,,,,,,,,,,,,,,,,,"Knik ANVSA, AK",3800,1843,104,114,175,101,86,165,215,145,216,236,155,94,37,0,1957,146,146,156,108,46,91,149,123,320,292,244,91,43,2,"Knik ANVSA, AK",410,245,61,54,64,44,34,75,64,47,59,73,43,37,27,22,263,68,58,64,44,29,46,52,41,90,47,51,36,13,5
"G6790","2010-2014",,,,,,,,,"Kobuk ANVSA, AK","6790",,,,,,,,,,,,,,,,,,,,,,"Kobuk ANVSA, AK",155,73,5,4,6,14,6,7,7,3,4,7,5,5,0,0,82,15,10,15,7,4,5,1,3,9,2,9,2,0,0,"Kobuk ANVSA, AK",41,23,7,5,6,8,5,7,5,3,4,5,5,4,9,9,25,6,7,10,6,4,4,3,4,7,3,5,3,9,9
"G6795","2010-2014",,,,,,,,,"Kodiak ANVSA, AK","6795",,,,,,,,,,,,,,,,,,,,,,"Kodiak ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kodiak ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6800","2010-2014",,,,,,,,,"Kokhanok ANVSA, AK","6800",,,,,,,,,,,,,,,,,,,,,,"Kokhanok ANVSA, AK",102,35,6,1,3,1,0,5,2,3,5,3,4,1,1,0,67,6,8,2,6,3,3,8,7,0,12,6,6,0,0,"Kokhanok ANVSA, AK",22,18,4,3,3,2,9,5,4,4,6,3,4,2,2,9,23,7,5,3,4,3,3,6,6,9,8,5,5,9,9
"G6810","2010-2014",,,,,,,,,"Kongiganak ANVSA, AK","6810",,,,,,,,,,,,,,,,,,,,,,"Kongiganak ANVSA, AK",359,210,19,16,12,14,7,35,21,18,15,29,12,5,6,1,149,28,16,10,10,4,10,12,7,9,23,9,10,1,0,"Kongiganak ANVSA, AK",49,36,8,8,8,5,6,13,10,10,9,11,8,5,4,3,26,9,8,6,5,4,7,7,6,6,9,6,7,2,9
"G6815","2010-2014",,,,,,,,,"Kotlik ANVSA, AK","6815",,,,,,,,,,,,,,,,,,,,,,"Kotlik ANVSA, AK",624,322,45,33,33,9,14,30,32,12,35,33,30,11,4,1,302,39,27,31,23,10,34,24,18,23,25,19,15,12,2,"Kotlik ANVSA, AK",75,42,12,12,9,7,6,14,10,6,12,10,9,6,4,2,42,11,10,10,9,5,12,7,7,9,8,8,6,6,3
"G6820","2010-2014",,,,,,,,,"Kotzebue ANVSA, AK","6820",,,,,,,,,,,,,,,,,,,,,,"Kotzebue ANVSA, AK",2196,1139,116,119,112,43,37,150,84,66,120,175,50,49,16,2,1057,105,126,91,71,37,90,90,63,115,119,67,51,29,3,"Kotzebue ANVSA, AK",139,65,22,27,27,12,13,24,18,18,23,24,17,15,9,5,91,22,29,27,19,13,22,19,14,22,21,16,12,12,4
"G6825","2010-2014",,,,,,,,,"Koyuk ANVSA, AK","6825",,,,,,,,,,,,,,,,,,,,,,"Koyuk ANVSA, AK",234,125,10,16,19,6,5,9,7,1,18,15,8,8,3,0,109,9,11,16,11,5,9,3,3,14,10,8,4,6,0,"Koyuk ANVSA, AK",48,28,7,7,10,4,5,6,7,4,10,7,5,6,3,9,28,5,6,6,6,4,8,4,6,12,6,6,4,5,9
"G6830","2010-2014",,,,,,,,,"Koyukuk ANVSA, AK","6830",,,,,,,,,,,,,,,,,,,,,,"Koyukuk ANVSA, AK",84,46,5,6,3,1,0,0,3,4,7,4,11,0,2,0,38,5,4,1,0,0,1,6,1,0,5,13,0,2,0,"Koyukuk ANVSA, AK",20,16,4,5,3,1,9,9,4,3,6,3,8,9,3,9,15,9,3,2,9,9,2,5,2,9,5,7,9,2,9
"G6835","2010-2014",,,,,,,,,"Kwethluk ANVSA, AK","6835",,,,,,,,,,,,,,,,,,,,,,"Kwethluk ANVSA, AK",739,407,34,39,55,31,13,38,25,22,47,50,36,14,3,0,332,54,38,25,30,14,27,24,18,30,32,21,10,5,4,"Kwethluk ANVSA, AK",76,46,9,11,10,11,6,10,9,10,11,16,10,8,4,9,42,13,12,11,9,6,9,10,9,8,10,8,6,5,4
"G6840","2010-2014",,,,,,,,,"Kwigillingok ANVSA, AK","6840",,,,,,,,,,,,,,,,,,,,,,"Kwigillingok ANVSA, AK",319,153,15,17,16,7,2,14,6,7,13,26,23,3,3,1,166,19,21,13,11,3,10,29,7,8,18,21,0,4,2,"Kwigillingok ANVSA, AK",66,35,6,11,7,6,3,9,5,5,8,9,11,4,3,3,39,7,9,8,7,3,7,12,5,4,9,10,9,5,5
"G6845","2010-2014",,,,,,,,,"Kwinhagak ANVSA, AK","6845",,,,,,,,,,,,,,,,,,,,,,"Kwinhagak ANVSA, AK",588,293,28,25,26,21,5,18,29,17,37,39,32,14,2,0,295,30,37,31,10,7,28,20,20,25,34,28,13,11,1,"Kwinhagak ANVSA, AK",58,31,9,8,8,9,4,8,10,9,12,10,13,8,3,9,38,9,10,11,6,4,9,9,11,9,11,10,6,7,2
"G6850","2010-2014",,,,,,,,,"Lake Minchumina ANVSA, AK","6850",,,,,,,,,,,,,,,,,,,,,,"Lake Minchumina ANVSA, AK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lake Minchumina ANVSA, AK",3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,3,9,9,9,9,9
"G6855","2010-2014",,,,,,,,,"Larsen Bay ANVSA, AK","6855",,,,,,,,,,,,,,,,,,,,,,"Larsen Bay ANVSA, AK",31,18,5,2,0,0,0,0,0,0,0,0,4,7,0,0,13,0,0,0,0,0,0,0,0,4,2,4,1,0,2,"Larsen Bay ANVSA, AK",18,13,9,4,9,9,9,9,9,9,9,9,6,8,9,9,8,9,9,9,9,9,9,9,9,6,3,5,2,9,3
"G6860","2010-2014",,,,,,,,,"Lesnoi ANVSA, AK","6860",,,,,,,,,,,,,,,,,,,,,,"Lesnoi ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lesnoi ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6865","2010-2014",,,,,,,,,"Levelock ANVSA, AK","6865",,,,,,,,,,,,,,,,,,,,,,"Levelock ANVSA, AK",120,60,5,15,4,7,3,6,2,0,4,7,3,3,1,0,60,3,3,12,6,2,10,3,0,9,5,6,1,0,0,"Levelock ANVSA, AK",29,17,4,8,6,5,3,7,2,9,4,6,3,3,2,9,18,3,4,8,6,5,6,3,9,6,6,5,2,9,9
"G6875","2010-2014",,,,,,,,,"Lime Village ANVSA, AK","6875",,,,,,,,,,,,,,,,,,,,,,"Lime Village ANVSA, AK",22,12,0,0,0,0,0,4,0,0,0,4,2,2,0,0,10,0,0,0,0,4,0,0,0,0,0,5,0,0,1,"Lime Village ANVSA, AK",17,9,9,9,9,9,9,5,9,9,9,4,3,3,9,9,8,9,9,9,9,5,9,9,9,9,9,5,9,9,2
"G6890","2010-2014",,,,,,,,,"Lower Kalskag ANVSA, AK","6890",,,,,,,,,,,,,,,,,,,,,,"Lower Kalskag ANVSA, AK",280,122,11,11,13,8,0,13,10,8,12,17,9,10,0,0,158,18,14,14,15,0,14,9,10,13,18,19,6,8,0,"Lower Kalskag ANVSA, AK",45,23,5,5,6,6,9,7,7,6,10,7,9,7,9,9,39,10,6,9,6,9,8,7,6,8,11,8,5,9,9
"G6895","2010-2014",,,,,,,,,"McGrath ANVSA, AK","6895",,,,,,,,,,,,,,,,,,,,,,"McGrath ANVSA, AK",140,69,3,5,1,0,4,14,5,3,1,9,14,10,0,0,71,2,5,5,0,8,7,0,1,8,18,13,4,0,0,"McGrath ANVSA, AK",28,17,3,5,3,9,4,8,5,4,2,6,8,6,9,9,18,3,5,5,9,6,6,9,2,6,8,8,4,9,9
"G6900","2010-2014",,,,,,,,,"Manley Hot Springs ANVSA, AK","6900",,,,,,,,,,,,,,,,,,,,,,"Manley Hot Springs ANVSA, AK",13,5,2,0,0,0,0,0,0,0,0,1,0,2,0,0,8,1,2,0,0,0,0,0,3,0,2,0,0,0,0,"Manley Hot Springs ANVSA, AK",11,4,3,9,9,9,9,9,9,9,9,2,9,3,9,9,9,3,3,9,9,9,9,9,4,9,3,9,9,9,9
"G6905","2010-2014",,,,,,,,,"Manokotak ANVSA, AK","6905",,,,,,,,,,,,,,,,,,,,,,"Manokotak ANVSA, AK",572,297,23,21,18,21,23,45,17,17,16,53,18,10,12,3,275,25,24,37,21,9,18,26,3,12,63,12,16,9,0,"Manokotak ANVSA, AK",72,45,9,9,9,9,9,17,9,6,8,16,9,6,10,3,39,8,10,17,9,6,9,8,5,9,16,6,8,7,9
"G6910","2010-2014",,,,,,,,,"Marshall ANVSA, AK","6910",,,,,,,,,,,,,,,,,,,,,,"Marshall ANVSA, AK",309,164,22,7,25,12,7,10,14,8,8,16,25,6,3,1,145,19,14,15,9,4,16,14,6,8,15,16,4,5,0,"Marshall ANVSA, AK",51,29,10,5,9,7,5,7,7,5,6,6,9,5,4,2,30,11,6,10,6,3,7,8,4,5,7,8,4,5,9
"G6915","2010-2014",,,,,,,,,"Mary's Igloo ANVSA, AK","6915",,,,,,,,,,,,,,,,,,,,,,"Mary's Igloo ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mary's Igloo ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6935","2010-2014",,,,,,,,,"Mekoryuk ANVSA, AK","6935",,,,,,,,,,,,,,,,,,,,,,"Mekoryuk ANVSA, AK",172,103,5,7,4,3,0,2,11,4,12,27,17,6,5,0,69,14,2,4,4,0,11,4,1,4,7,9,6,3,0,"Mekoryuk ANVSA, AK",30,17,4,6,4,4,9,2,7,4,6,11,6,6,4,9,18,7,4,4,4,9,8,3,3,3,6,6,5,5,9
"G6945","2010-2014",,,,,,,,,"Mentasta Lake ANVSA, AK","6945",,,,,,,,,,,,,,,,,,,,,,"Mentasta Lake ANVSA, AK",199,87,13,0,3,0,0,21,14,5,10,12,5,2,2,0,112,1,17,9,0,0,16,18,5,8,25,6,3,0,4,"Mentasta Lake ANVSA, AK",72,41,11,9,4,9,9,23,20,6,9,14,7,3,3,9,45,3,18,9,9,9,18,20,5,9,16,8,6,9,6
"G6965","2010-2014",,,,,,,,,"Minto ANVSA, AK","6965",,,,,,,,,,,,,,,,,,,,,,"Minto ANVSA, AK",239,132,9,14,12,6,9,6,17,8,10,6,20,13,2,0,107,11,10,13,4,8,10,12,2,8,15,8,2,4,0,"Minto ANVSA, AK",48,29,7,8,8,5,7,5,9,6,7,5,11,9,3,9,27,7,6,7,3,7,7,6,5,7,8,6,3,4,9
"G6975","2010-2014",,,,,,,,,"Mountain Village ANVSA, AK","6975",,,,,,,,,,,,,,,,,,,,,,"Mountain Village ANVSA, AK",735,380,47,59,40,21,16,38,17,12,42,49,24,13,2,0,355,30,35,47,26,14,40,20,22,42,34,17,12,16,0,"Mountain Village ANVSA, AK",82,48,13,16,13,9,6,12,8,8,11,12,9,8,3,9,51,12,8,14,9,7,12,14,9,12,12,9,7,8,9
"G6990","2010-2014",,,,,,,,,"Naknek ANVSA, AK","6990",,,,,,,,,,,,,,,,,,,,,,"Naknek ANVSA, AK",191,97,8,8,8,2,1,6,7,8,5,16,18,6,4,0,94,4,2,18,7,1,3,5,6,15,19,5,4,4,1,"Naknek ANVSA, AK",40,23,8,5,5,3,2,5,5,4,5,8,7,4,3,9,23,4,4,9,6,2,3,4,7,7,8,5,4,3,2
"G6995","2010-2014",,,,,,,,,"Nanwalek ANVSA, AK","6995",,,,,,,,,,,,,,,,,,,,,,"Nanwalek ANVSA, AK",170,74,10,14,5,2,0,5,9,3,7,19,0,0,0,0,96,13,19,10,6,4,6,17,2,11,3,2,0,3,0,"Nanwalek ANVSA, AK",58,30,8,9,7,4,9,7,9,4,6,13,9,9,9,9,36,9,13,10,5,6,7,14,3,7,4,3,9,4,9
"G7005","2010-2014",,,,,,,,,"Napaimute ANVSA, AK","7005",,,,,,,,,,,,,,,,,,,,,,"Napaimute ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Napaimute ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7010","2010-2014",,,,,,,,,"Napakiak ANVSA, AK","7010",,,,,,,,,,,,,,,,,,,,,,"Napakiak ANVSA, AK",336,174,23,21,20,8,4,19,7,4,13,27,17,9,2,0,162,11,19,23,8,3,21,4,6,13,14,22,11,7,0,"Napakiak ANVSA, AK",44,26,8,8,7,5,4,8,4,7,7,9,7,7,5,9,24,5,7,9,5,4,8,4,5,6,7,8,6,5,9
"G7020","2010-2014",,,,,,,,,"Napaskiak ANVSA, AK","7020",,,,,,,,,,,,,,,,,,,,,,"Napaskiak ANVSA, AK",392,201,10,14,30,10,10,22,11,9,30,27,5,16,7,0,191,14,30,20,13,5,19,5,10,23,13,17,11,11,0,"Napaskiak ANVSA, AK",68,44,6,7,13,6,5,13,5,6,13,10,6,7,6,9,32,10,10,9,7,3,9,4,6,8,7,6,7,8,9
"G7025","2010-2014",,,,,,,,,"Nelson Lagoon ANVSA, AK","7025",,,,,,,,,,,,,,,,,,,,,,"Nelson Lagoon ANVSA, AK",29,12,0,0,0,0,0,2,0,3,2,1,0,4,0,0,17,0,0,0,0,0,0,0,7,3,2,5,0,0,0,"Nelson Lagoon ANVSA, AK",16,10,9,9,9,9,9,3,9,8,4,3,9,4,9,9,8,9,9,9,9,9,9,9,7,3,3,5,9,9,9
"G7030","2010-2014",,,,,,,,,"Nenana ANVSA, AK","7030",,,,,,,,,,,,,,,,,,,,,,"Nenana ANVSA, AK",145,73,4,2,2,6,0,0,6,2,14,10,16,4,6,1,72,2,0,5,4,0,3,3,8,2,11,17,5,8,4,"Nenana ANVSA, AK",36,24,6,3,3,4,9,9,5,3,9,6,10,4,6,3,22,3,9,5,3,9,4,4,7,3,7,8,4,5,4
"G7035","2010-2014",,,,,,,,,"Newhalen ANVSA, AK","7035",,,,,,,,,,,,,,,,,,,,,,"Newhalen ANVSA, AK",159,71,9,8,6,7,3,5,3,10,1,8,8,2,0,1,88,17,11,3,12,6,10,1,5,11,6,6,0,0,0,"Newhalen ANVSA, AK",41,21,7,8,6,5,3,5,3,6,2,6,5,3,9,2,27,10,7,3,7,5,9,2,7,7,4,5,9,9,9
"G7040","2010-2014",,,,,,,,,"New Koliganek ANVSA, AK","7040",,,,,,,,,,,,,,,,,,,,,,"New Koliganek ANVSA, AK",141,65,13,9,4,7,0,1,6,2,8,10,3,0,2,0,76,5,7,10,8,0,13,1,2,8,9,6,3,2,2,"New Koliganek ANVSA, AK",46,22,12,4,4,5,9,2,6,3,6,7,3,9,3,9,27,5,7,5,5,9,9,2,3,6,6,5,4,3,3
"G7050","2010-2014",,,,,,,,,"New Stuyahok ANVSA, AK","7050",,,,,,,,,,,,,,,,,,,,,,"New Stuyahok ANVSA, AK",550,302,34,35,27,19,11,42,8,13,25,30,27,16,13,2,248,24,35,9,7,16,26,19,11,25,33,15,26,2,0,"New Stuyahok ANVSA, AK",64,36,11,10,11,6,7,15,5,6,9,13,14,10,7,3,36,7,11,8,5,7,9,7,8,11,9,9,9,3,9
"G7055","2010-2014",,,,,,,,,"Newtok ANVSA, AK","7055",,,,,,,,,,,,,,,,,,,,,,"Newtok ANVSA, AK",384,222,17,34,28,22,8,24,20,0,15,27,9,13,5,0,162,17,12,28,11,6,13,29,7,12,13,3,11,0,0,"Newtok ANVSA, AK",65,39,7,8,8,7,5,12,9,9,8,10,6,7,5,9,30,8,6,11,8,5,6,10,6,8,7,4,7,9,9
"G7065","2010-2014",,,,,,,,,"Nightmute ANVSA, AK","7065",,,,,,,,,,,,,,,,,,,,,,"Nightmute ANVSA, AK",260,134,17,12,6,14,3,10,11,4,13,20,4,11,9,0,126,9,8,10,11,2,21,16,3,16,11,13,2,2,2,"Nightmute ANVSA, AK",50,27,7,6,4,8,4,7,7,5,10,8,5,6,5,9,28,6,6,5,6,2,10,11,3,7,8,7,3,5,3
"G7070","2010-2014",,,,,,,,,"Nikolai ANVSA, AK","7070",,,,,,,,,,,,,,,,,,,,,,"Nikolai ANVSA, AK",60,35,3,0,4,1,0,4,0,3,2,9,3,3,3,0,25,4,0,0,0,0,4,2,0,1,8,1,3,2,0,"Nikolai ANVSA, AK",19,12,4,9,5,3,9,4,9,3,3,5,3,3,3,9,10,3,9,9,9,9,3,3,9,2,7,2,3,2,9
"G7075","2010-2014",,,,,,,,,"Nikolski ANVSA, AK","7075",,,,,,,,,,,,,,,,,,,,,,"Nikolski ANVSA, AK",19,10,0,0,0,4,0,2,2,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,1,0,4,2,2,0,0,"Nikolski ANVSA, AK",8,6,9,9,9,3,9,4,3,9,9,9,9,3,9,9,5,9,9,9,9,9,9,9,2,9,4,3,3,9,9
"G7080","2010-2014",,,,,,,,,"Ninilchik ANVSA, AK","7080",,,,,,,,,,,,,,,,,,,,,,"Ninilchik ANVSA, AK",799,374,17,27,36,18,15,51,32,3,27,59,75,10,4,0,425,31,9,42,24,6,32,20,18,77,81,67,12,6,0,"Ninilchik ANVSA, AK",174,114,13,22,39,21,14,47,21,5,15,28,28,9,6,15,93,17,10,28,18,8,23,19,13,63,37,29,10,9,15
"G7085","2010-2014",,,,,,,,,"Noatak ANVSA, AK","7085",,,,,,,,,,,,,,,,,,,,,,"Noatak ANVSA, AK",431,238,31,28,12,19,9,21,7,16,27,28,20,11,6,3,193,19,12,21,13,7,18,23,1,19,29,9,10,12,0,"Noatak ANVSA, AK",67,44,11,10,7,7,7,11,6,9,9,11,11,5,5,3,32,7,6,8,6,5,8,10,3,7,10,6,7,7,9
"G7095","2010-2014",,,,,,,,,"Nome ANVSA, AK","7095",,,,,,,,,,,,,,,,,,,,,,"Nome ANVSA, AK",1592,790,78,106,51,37,44,74,55,34,98,99,46,31,36,1,802,61,81,79,33,23,40,70,82,88,96,70,66,10,3,"Nome ANVSA, AK",133,85,19,32,23,18,20,29,35,16,60,30,25,17,19,4,82,19,23,25,16,13,20,24,21,25,37,25,23,9,4
"G7100","2010-2014",,,,,,,,,"Nondalton ANVSA, AK","7100",,,,,,,,,,,,,,,,,,,,,,"Nondalton ANVSA, AK",186,86,6,5,6,8,1,15,10,10,4,17,2,1,1,0,100,9,15,10,5,1,8,8,8,10,8,10,0,3,5,"Nondalton ANVSA, AK",45,28,7,4,5,7,2,9,6,6,4,9,3,3,2,9,23,6,7,6,5,3,7,5,5,7,7,5,9,3,5
"G7110","2010-2014",,,,,,,,,"Noorvik ANVSA, AK","7110",,,,,,,,,,,,,,,,,,,,,,"Noorvik ANVSA, AK",569,325,37,39,30,18,5,38,16,20,30,33,38,11,6,4,244,24,22,25,12,12,35,18,7,22,28,18,4,17,0,"Noorvik ANVSA, AK",70,48,11,10,10,8,5,13,8,10,11,10,14,7,5,5,35,9,8,15,6,6,10,11,6,9,10,8,7,10,9
"G7115","2010-2014",,,,,,,,,"Northway ANVSA, AK","7115",,,,,,,,,,,,,,,,,,,,,,"Northway ANVSA, AK",233,130,12,7,7,5,21,3,4,23,4,12,14,6,7,5,103,5,15,12,0,6,9,0,1,7,11,27,8,2,0,"Northway ANVSA, AK",69,44,9,9,7,5,19,5,8,16,4,11,11,5,7,5,35,9,9,9,9,6,8,9,3,4,11,17,6,3,9
"G7125","2010-2014",,,,,,,,,"Nuiqsut ANVSA, AK","7125",,,,,,,,,,,,,,,,,,,,,,"Nuiqsut ANVSA, AK",339,161,12,10,7,13,7,27,18,7,9,29,15,6,1,0,178,28,15,22,3,12,23,7,4,15,20,16,7,6,0,"Nuiqsut ANVSA, AK",76,41,7,6,5,9,5,12,10,5,6,14,9,5,2,9,45,12,9,12,3,8,11,6,4,10,11,12,6,6,9
"G7130","2010-2014",,,,,,,,,"Nulato ANVSA, AK","7130",,,,,,,,,,,,,,,,,,,,,,"Nulato ANVSA, AK",246,134,11,4,11,6,9,16,6,15,10,24,13,2,4,3,112,9,3,6,7,0,9,16,3,11,18,10,10,8,2,"Nulato ANVSA, AK",44,25,7,5,6,6,5,9,5,9,6,10,6,2,4,3,26,8,3,4,7,9,5,9,3,8,8,6,5,5,2
"G7133","2010-2014",,,,,,,,,"Nunam Iqua ANVSA, AK","7133",,,,,,,,,,,,,,,,,,,,,,"Nunam Iqua ANVSA, AK",107,66,9,4,6,2,2,10,9,4,10,2,1,7,0,0,41,2,2,7,1,0,4,6,0,8,6,3,1,1,0,"Nunam Iqua ANVSA, AK",35,23,5,6,5,4,4,8,6,5,6,4,4,5,9,9,15,3,3,4,3,9,5,4,9,6,3,4,3,3,9
"G7135","2010-2014",,,,,,,,,"Nunapitchuk ANVSA, AK","7135",,,,,,,,,,,,,,,,,,,,,,"Nunapitchuk ANVSA, AK",437,233,31,38,18,10,3,30,16,17,15,25,17,10,3,0,204,34,28,19,13,9,17,21,15,13,13,14,5,3,0,"Nunapitchuk ANVSA, AK",60,39,10,12,9,8,4,12,7,7,13,9,8,7,3,9,29,9,7,9,5,6,8,8,7,6,7,7,6,3,9
"G7145","2010-2014",,,,,,,,,"Ohogamiut ANVSA, AK","7145",,,,,,,,,,,,,,,,,,,,,,"Ohogamiut ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ohogamiut ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7150","2010-2014",,,,,,,,,"Old Harbor ANVSA, AK","7150",,,,,,,,,,,,,,,,,,,,,,"Old Harbor ANVSA, AK",227,130,9,4,7,11,6,5,12,2,17,21,24,12,0,0,97,13,4,5,13,3,8,4,5,21,14,3,2,2,0,"Old Harbor ANVSA, AK",73,48,10,6,7,11,9,7,12,3,16,16,15,11,9,9,39,13,5,6,9,4,9,5,5,17,13,6,4,3,9
